Timestamp,Pedestrian_ID,Walking_Speed_mps,Direction_Degrees,Density_people_per_m2,Behavior,Age_Group,Peak_OffPeak,Vehicle_ID,Vehicle_Type,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Near_Miss,Traffic_Violation,Weather,Temperature_C,Wind_Speed_mps,Visibility_m,Lighting_Condition,Road_Surface,Obstacle_Present,Traffic_Signal_Phase,Pedestrian_Signal,Signal_Duration_s,Response_to_Pedestrian,Vehicle_Count_per_min,Pedestrian_Count_per_min,Congestion_Level,Event_Type,Accident_Occurred,Accident_Severity
2024-09-28 15:24:27,8426,0.6,287,0.43,Waiting,Adult,Peak,5812,Bus,23.48,1.86,0,None,Clear,8.3,7.09,650.84,Nighttime,Snow-covered,0,Yellow,Don't Walk,39,1,47,8,High,Child Running,1,Fatal
2024-01-12 07:20:10,3326,0.54,314,1.71,Jaywalking,Adult,Off-Peak,6123,Bicycle,30.03,-1.11,0,Red Light Violation,Fog,14.2,5.9,131.06,Daytime,Dry,1,Yellow,Walk,10,1,25,4,Low,Child Running,1,Fatal
2024-04-09 19:31:30,7952,1.1,295,0.83,Normal,Child,Off-Peak,8285,Bicycle,40.71,1.73,0,Failed to Yield,Clear,31.8,4.37,431.92,Nighttime,Wet,1,Red,Don't Walk,81,1,38,20,Medium,Emergency Vehicle,1,Major
2024-09-13 03:39:14,5840,0.63,215,0.62,Jaywalking,Child,Off-Peak,6310,Truck,12.76,-0.69,1,Failed to Yield,Snow,27.2,5.63,272.64,Low-light,Snow-covered,0,Green,Don't Walk,62,1,11,4,Medium,Emergency Vehicle,1,Major
2024-05-25 21:54:54,9383,0.72,71,1.61,Jaywalking,Elderly,Off-Peak,5556,Bicycle,17.52,2.9,0,Red Light Violation,Clear,5.9,2.94,237.3,Daytime,Wet,1,Green,Walk,32,0,16,17,Medium,Normal,0,Minor
2024-01-08 08:42:50,9636,1.98,149,0.85,Normal,Elderly,Peak,5604,Motorcycle,66.65,-1.56,1,Failed to Yield,Fog,4.5,6.63,581.27,Nighttime,Dry,0,Red,Don't Walk,38,1,12,7,Low,Normal,1,Minor
2024-05-28 23:32:25,2969,0.97,143,0.8,Waiting,Child,Off-Peak,6048,Truck,34.25,0.07,1,Failed to Yield,Snow,-3.0,9.3,796.58,Low-light,Dry,0,Green,Walk,31,1,5,12,Low,Emergency Vehicle,0,None
2024-02-16 02:00:25,3290,1.98,263,1.21,Jaywalking,Adult,Off-Peak,7867,Car,27.41,0.25,1,Failed to Yield,Fog,10.9,2.18,947.81,Daytime,Dry,0,Red,Don't Walk,72,1,41,17,Medium,Child Running,1,None
2024-01-27 03:31:09,5913,1.94,258,2.02,Group Crossing,Adult,Peak,7118,Bicycle,77.65,1.69,0,Red Light Violation,Rain,-1.0,8.59,843.15,Daytime,Wet,0,Yellow,Walk,31,1,16,1,Medium,Normal,1,Fatal
2024-08-23 20:06:54,3655,1.4,232,1.72,Waiting,Adult,Off-Peak,9659,Truck,44.49,1.61,1,None,Clear,27.1,2.94,563.38,Nighttime,Wet,1,Green,Walk,11,0,47,4,Low,Normal,0,Major
2024-03-04 13:22:44,3100,1.86,342,0.15,Waiting,Elderly,Off-Peak,7404,Motorcycle,13.07,1.84,1,Red Light Violation,Clear,13.8,5.56,746.13,Low-light,Snow-covered,1,Red,Don't Walk,14,1,33,14,Low,Normal,1,None
2024-06-22 09:38:49,4766,0.67,20,0.12,Jaywalking,Elderly,Peak,5615,Truck,53.86,-1.79,1,Red Light Violation,Rain,-0.5,4.7,148.07,Nighttime,Snow-covered,1,Red,Walk,34,0,24,3,High,Child Running,1,None
2024-09-29 06:58:30,7011,1.54,180,2.03,Normal,Adult,Peak,7809,Motorcycle,47.46,-1.3,1,None,Snow,8.0,1.42,781.05,Nighttime,Dry,0,Green,Don't Walk,24,0,6,3,Low,Emergency Vehicle,1,Minor
2024-10-19 23:48:50,3261,1.4,286,1.46,Jaywalking,Adult,Peak,9317,Car,36.52,0.78,1,Red Light Violation,Snow,9.3,6.29,954.85,Low-light,Snow-covered,0,Green,Walk,21,0,36,13,High,Normal,1,Minor
2024-08-20 05:33:09,4247,1.3,279,2.07,Waiting,Child,Off-Peak,5637,Car,64.02,-0.57,0,None,Fog,-3.9,3.96,480.52,Nighttime,Snow-covered,1,Yellow,Don't Walk,40,0,36,16,High,Emergency Vehicle,1,None
2024-06-24 11:25:49,8394,0.8,194,1.1,Jaywalking,Adult,Off-Peak,8556,Motorcycle,30.5,0.6,1,None,Fog,-3.0,6.79,297.86,Low-light,Wet,1,Red,Don't Walk,23,1,28,19,Medium,Emergency Vehicle,1,Major
2024-01-15 15:36:11,7363,1.83,194,1.86,Normal,Child,Off-Peak,9747,Truck,66.99,0.55,0,None,Rain,32.9,6.51,58.72,Low-light,Wet,0,Yellow,Walk,42,1,26,15,Medium,Normal,1,None
2024-05-02 08:57:07,6191,0.76,94,0.86,Waiting,Child,Peak,5431,Bus,73.34,-1.24,0,None,Rain,4.9,1.11,653.8,Daytime,Snow-covered,0,Red,Walk,40,1,39,1,Low,Emergency Vehicle,0,None
2024-03-08 00:07:03,2835,0.68,141,0.62,Jaywalking,Child,Peak,5350,Car,68.61,-1.61,0,None,Snow,12.6,9.45,61.33,Daytime,Wet,0,Red,Don't Walk,78,0,10,8,High,Emergency Vehicle,1,Minor
2024-01-31 16:15:47,8042,1.1,290,0.27,Normal,Elderly,Off-Peak,6368,Bicycle,44.48,2.33,1,Red Light Violation,Rain,-3.0,0.59,674.91,Low-light,Dry,1,Yellow,Don't Walk,50,1,22,16,High,Child Running,1,None
2024-06-19 21:23:45,9158,0.62,142,2.05,Group Crossing,Adult,Peak,7559,Bicycle,77.03,1.69,0,Red Light Violation,Clear,-3.1,6.19,849.85,Daytime,Wet,1,Green,Walk,85,0,10,2,Low,Normal,1,Major
2024-01-09 20:12:22,6576,1.83,86,2.23,Normal,Elderly,Off-Peak,9449,Motorcycle,73.3,0.25,1,None,Clear,33.8,2.32,875.57,Daytime,Snow-covered,1,Red,Don't Walk,77,1,38,8,Low,Normal,1,Minor
2024-10-05 04:17:53,1411,1.46,107,1.99,Waiting,Adult,Peak,8883,Bicycle,18.3,0.41,1,None,Fog,31.4,2.76,405.92,Low-light,Wet,1,Green,Walk,77,1,37,2,High,Normal,1,Minor
2024-09-06 16:44:44,2423,0.61,218,1.93,Group Crossing,Adult,Peak,5870,Truck,45.99,2.06,1,Red Light Violation,Fog,14.3,2.74,133.66,Nighttime,Snow-covered,1,Green,Don't Walk,55,1,22,2,Medium,Child Running,0,Fatal
2024-10-12 22:01:30,1379,1.23,9,0.2,Waiting,Child,Off-Peak,5130,Truck,17.65,-0.83,0,Failed to Yield,Clear,21.7,7.55,253.46,Low-light,Snow-covered,1,Red,Walk,90,1,30,10,Medium,Emergency Vehicle,1,Fatal
2024-10-10 11:27:46,9521,1.75,291,2.28,Normal,Elderly,Peak,7454,Bus,24.29,0.75,0,Red Light Violation,Snow,4.3,3.54,64.5,Low-light,Dry,1,Red,Walk,61,0,29,8,High,Normal,0,Major
2024-02-11 14:22:00,6487,1.57,322,1.66,Normal,Child,Off-Peak,6945,Truck,52.58,1.46,1,None,Clear,25.9,7.57,881.39,Nighttime,Wet,0,Red,Don't Walk,72,1,8,20,Low,Normal,1,Minor
2024-03-31 11:01:28,9275,1.26,107,0.85,Jaywalking,Elderly,Peak,7479,Truck,68.18,2.12,0,Red Light Violation,Clear,27.8,4.45,374.05,Nighttime,Wet,1,Yellow,Walk,38,1,50,18,Medium,Emergency Vehicle,1,Fatal
2024-10-05 22:09:35,9376,1.09,246,1.03,Jaywalking,Adult,Off-Peak,9630,Bicycle,78.42,-1.05,1,None,Clear,28.0,6.74,655.71,Low-light,Dry,0,Yellow,Walk,61,1,5,14,High,Emergency Vehicle,1,None
2024-03-27 16:05:08,9619,1.68,190,2.09,Normal,Elderly,Peak,5221,Motorcycle,17.83,1.36,1,None,Rain,16.1,5.69,247.0,Nighttime,Dry,0,Red,Don't Walk,20,1,31,16,High,Emergency Vehicle,1,Fatal
2024-12-05 17:49:40,9225,1.33,228,0.55,Jaywalking,Adult,Peak,8699,Truck,54.54,2.01,0,Failed to Yield,Fog,22.3,4.69,334.11,Nighttime,Wet,1,Yellow,Walk,45,1,27,6,Low,Normal,1,Minor
2024-12-28 10:33:53,4390,0.99,2,0.43,Group Crossing,Elderly,Peak,8118,Bicycle,33.72,1.56,0,Failed to Yield,Fog,6.6,2.36,437.88,Daytime,Dry,1,Green,Don't Walk,58,1,45,8,High,Child Running,1,Minor
2024-06-14 17:46:29,5669,0.69,45,0.31,Jaywalking,Adult,Off-Peak,9862,Motorcycle,71.28,0.18,1,Failed to Yield,Rain,20.0,3.54,535.39,Daytime,Wet,1,Green,Walk,66,1,16,2,Low,Emergency Vehicle,0,Major
2024-12-15 09:40:57,5678,1.43,239,0.15,Group Crossing,Elderly,Peak,6455,Car,55.24,-0.24,0,None,Fog,21.3,4.8,589.38,Low-light,Wet,1,Green,Walk,16,1,22,3,Medium,Emergency Vehicle,1,Minor
2024-12-11 04:41:43,8373,0.87,345,1.15,Waiting,Child,Peak,7692,Motorcycle,78.09,-1.0,1,Red Light Violation,Rain,6.8,5.73,470.51,Nighttime,Wet,0,Green,Don't Walk,64,1,36,1,Low,Normal,0,Minor
2024-04-21 14:48:39,6531,1.24,40,0.72,Group Crossing,Elderly,Peak,8173,Car,37.5,-0.72,0,None,Fog,7.5,1.59,580.5,Daytime,Wet,1,Red,Don't Walk,46,0,42,17,Low,Normal,0,Major
2024-02-22 16:10:49,1526,0.82,127,0.69,Jaywalking,Adult,Peak,8325,Bicycle,22.03,1.38,0,Failed to Yield,Clear,27.9,2.29,539.2,Nighttime,Dry,1,Red,Don't Walk,58,1,13,9,Medium,Normal,0,Minor
2024-05-31 02:50:48,6542,1.83,199,1.56,Jaywalking,Adult,Peak,6459,Motorcycle,39.19,0.84,0,Red Light Violation,Fog,28.5,7.66,920.98,Nighttime,Wet,0,Yellow,Don't Walk,17,0,46,12,Low,Emergency Vehicle,0,Fatal
2024-08-19 09:46:38,9770,1.19,170,1.06,Group Crossing,Adult,Peak,8382,Bicycle,25.66,1.49,1,Failed to Yield,Snow,-1.4,2.65,777.68,Daytime,Dry,0,Green,Walk,80,0,29,10,Medium,Child Running,0,Minor
2024-08-29 05:41:23,5304,1.72,62,0.17,Group Crossing,Child,Off-Peak,9460,Motorcycle,14.1,-0.04,1,None,Rain,33.1,5.04,856.41,Low-light,Dry,1,Green,Don't Walk,52,1,41,9,Medium,Emergency Vehicle,1,Fatal
2024-09-08 04:32:04,6173,0.53,342,0.52,Waiting,Child,Peak,5592,Bus,69.61,1.11,0,None,Fog,10.1,1.92,728.82,Daytime,Snow-covered,1,Yellow,Walk,68,0,30,3,High,Child Running,0,None
2024-01-03 05:11:07,4400,1.73,10,1.19,Group Crossing,Adult,Off-Peak,6754,Car,51.97,-0.64,1,Failed to Yield,Fog,32.4,3.98,887.36,Nighttime,Wet,0,Red,Don't Walk,21,0,19,10,Low,Normal,1,Minor
2024-02-24 12:04:25,7176,0.93,141,2.39,Jaywalking,Elderly,Off-Peak,7341,Motorcycle,73.92,1.77,1,Red Light Violation,Clear,-0.3,3.05,282.83,Daytime,Wet,1,Yellow,Don't Walk,26,0,17,1,Low,Normal,0,Minor
2024-08-02 18:33:30,2009,1.43,126,0.41,Normal,Child,Off-Peak,6360,Truck,47.15,-0.76,0,None,Clear,-1.9,5.74,879.55,Nighttime,Dry,0,Green,Walk,85,0,26,3,Medium,Child Running,1,Minor
2024-03-24 21:58:22,2282,1.12,82,0.81,Waiting,Elderly,Peak,9690,Truck,77.31,-0.21,0,Red Light Violation,Fog,34.7,2.57,910.55,Nighttime,Wet,0,Yellow,Don't Walk,49,0,17,13,Low,Normal,1,Fatal
2024-07-30 13:26:27,1848,1.41,298,0.42,Normal,Child,Off-Peak,8751,Bicycle,30.11,0.46,1,Red Light Violation,Snow,24.8,2.85,355.91,Daytime,Snow-covered,0,Green,Don't Walk,64,1,8,16,Low,Child Running,1,Major
2024-10-03 22:25:02,7826,1.43,71,2.35,Group Crossing,Adult,Off-Peak,8950,Truck,39.2,0.62,0,Failed to Yield,Snow,2.0,3.11,215.07,Nighttime,Snow-covered,0,Red,Walk,38,0,21,20,Medium,Normal,0,Minor
2024-06-26 08:55:29,7580,1.31,359,1.69,Group Crossing,Child,Peak,6014,Car,13.6,-1.77,0,Red Light Violation,Snow,1.6,1.9,733.68,Daytime,Wet,1,Green,Walk,15,1,21,6,Medium,Emergency Vehicle,1,None
2024-09-13 17:29:11,6246,1.45,2,0.87,Waiting,Adult,Off-Peak,8370,Motorcycle,50.86,-0.36,1,Red Light Violation,Clear,23.5,7.42,239.64,Daytime,Wet,1,Red,Walk,14,1,38,14,Medium,Emergency Vehicle,1,Major
2024-06-20 01:56:44,9585,0.55,17,1.71,Normal,Child,Peak,9703,Bus,26.06,-1.22,1,Red Light Violation,Snow,17.2,6.01,918.75,Low-light,Dry,0,Green,Don't Walk,66,0,10,20,Low,Emergency Vehicle,0,Minor
2024-06-24 19:35:36,3657,1.73,73,0.75,Normal,Adult,Peak,7644,Truck,59.02,-0.63,1,Red Light Violation,Fog,-2.3,7.12,378.09,Daytime,Dry,0,Red,Walk,26,0,12,18,High,Normal,1,None
2024-02-01 19:41:57,1057,1.61,217,1.13,Normal,Adult,Peak,6499,Bicycle,37.9,1.84,1,Failed to Yield,Snow,8.1,7.1,851.44,Low-light,Snow-covered,1,Green,Don't Walk,30,0,25,7,Medium,Child Running,0,Fatal
2024-04-04 15:56:13,7194,1.03,43,1.52,Waiting,Elderly,Peak,8832,Car,71.67,-1.09,0,None,Rain,19.3,8.73,410.01,Nighttime,Snow-covered,0,Yellow,Walk,45,1,34,13,Medium,Emergency Vehicle,1,Minor
2024-11-23 00:39:19,1781,1.12,230,0.73,Group Crossing,Adult,Peak,5267,Bicycle,69.78,-0.04,1,Red Light Violation,Clear,20.1,9.69,287.06,Low-light,Wet,1,Yellow,Don't Walk,87,0,47,15,Medium,Child Running,0,None
2024-04-21 09:08:48,2398,1.59,224,2.31,Waiting,Elderly,Peak,8903,Bicycle,52.09,2.43,0,None,Rain,3.6,6.32,53.78,Daytime,Wet,0,Yellow,Walk,73,1,18,9,High,Emergency Vehicle,0,Fatal
2024-03-03 06:56:46,1132,1.51,237,0.36,Normal,Adult,Peak,8262,Bicycle,42.69,0.17,0,Failed to Yield,Snow,29.4,6.8,402.24,Low-light,Snow-covered,0,Green,Don't Walk,82,1,28,10,High,Emergency Vehicle,0,Minor
2024-09-04 09:12:01,2107,1.71,251,1.81,Normal,Child,Off-Peak,5019,Truck,20.51,0.38,1,Red Light Violation,Snow,13.1,6.2,380.53,Low-light,Snow-covered,1,Red,Don't Walk,42,1,46,7,High,Normal,1,Minor
2024-09-25 05:05:28,3025,1.42,85,2.48,Jaywalking,Child,Off-Peak,7441,Bus,12.54,2.68,1,Failed to Yield,Snow,13.6,4.03,447.86,Low-light,Wet,1,Yellow,Don't Walk,44,1,40,10,High,Emergency Vehicle,0,None
2024-02-02 17:36:47,9842,1.89,164,0.69,Jaywalking,Adult,Peak,9966,Motorcycle,28.14,-1.98,0,Red Light Violation,Clear,23.9,6.23,297.42,Nighttime,Dry,1,Green,Walk,76,1,24,17,Low,Child Running,1,Fatal
2024-03-11 19:29:45,8275,1.82,286,0.35,Waiting,Elderly,Off-Peak,8123,Motorcycle,67.39,-1.5,1,None,Clear,19.2,5.28,940.7,Low-light,Dry,1,Yellow,Don't Walk,55,0,49,15,Medium,Normal,1,Major
2024-04-07 11:25:00,5161,1.3,356,0.56,Normal,Elderly,Peak,7956,Car,68.37,2.92,0,Red Light Violation,Fog,-2.1,3.7,213.83,Daytime,Wet,1,Red,Walk,42,1,21,10,Medium,Emergency Vehicle,1,Fatal
2024-01-07 13:06:03,3172,1.3,171,0.94,Group Crossing,Adult,Off-Peak,9960,Bus,15.68,-0.21,0,Failed to Yield,Clear,13.5,8.46,299.48,Low-light,Wet,1,Green,Walk,28,1,40,9,High,Normal,1,Minor
2024-01-22 10:01:22,1235,1.81,179,1.33,Jaywalking,Child,Peak,9169,Car,72.45,-0.13,1,Failed to Yield,Fog,6.9,9.47,826.46,Low-light,Snow-covered,1,Yellow,Walk,79,1,22,13,Medium,Child Running,0,Fatal
2024-01-02 16:23:55,5525,0.85,309,1.8,Waiting,Child,Off-Peak,8682,Bus,11.32,1.54,1,None,Clear,9.1,7.9,992.23,Low-light,Wet,0,Red,Don't Walk,41,0,28,19,High,Emergency Vehicle,1,Fatal
2024-03-27 02:26:42,3479,1.63,296,0.3,Jaywalking,Adult,Peak,9538,Car,30.18,0.46,1,Red Light Violation,Snow,25.8,6.1,232.47,Daytime,Dry,0,Green,Don't Walk,90,1,48,1,Low,Emergency Vehicle,1,Major
2024-03-04 23:54:29,8947,0.87,294,2.35,Waiting,Elderly,Peak,5034,Truck,45.87,-1.68,0,Failed to Yield,Snow,26.0,6.33,636.99,Low-light,Wet,1,Green,Don't Walk,77,1,22,10,High,Normal,1,None
2024-07-05 17:15:46,2608,1.38,47,1.59,Group Crossing,Elderly,Peak,6539,Truck,26.92,-1.71,0,None,Fog,18.4,2.39,826.61,Low-light,Dry,1,Yellow,Don't Walk,11,1,37,2,Low,Normal,1,Fatal
2024-03-21 04:12:39,4872,0.83,125,1.08,Waiting,Elderly,Off-Peak,6529,Car,21.07,1.96,0,None,Snow,-3.6,7.08,757.01,Nighttime,Wet,0,Green,Walk,14,0,14,1,Medium,Normal,0,Fatal
2024-03-31 11:50:16,9377,1.9,121,2.0,Jaywalking,Adult,Peak,6233,Motorcycle,37.9,-1.5,1,None,Fog,12.3,9.68,704.55,Nighttime,Snow-covered,1,Red,Don't Walk,41,0,30,17,High,Emergency Vehicle,0,Fatal
2024-07-18 09:55:02,7284,1.01,40,1.47,Group Crossing,Adult,Off-Peak,5458,Car,65.42,2.59,0,Failed to Yield,Clear,-2.6,5.25,866.34,Nighttime,Snow-covered,0,Red,Walk,23,0,37,5,Low,Emergency Vehicle,0,Fatal
2024-07-25 21:23:11,4261,0.88,251,1.5,Jaywalking,Elderly,Off-Peak,6960,Truck,40.66,1.49,0,Failed to Yield,Rain,8.0,1.85,857.5,Daytime,Snow-covered,1,Green,Walk,50,0,7,11,Medium,Child Running,1,Major
2024-03-27 07:03:45,4640,1.65,168,1.02,Group Crossing,Child,Off-Peak,9218,Bicycle,21.04,-1.1,1,Red Light Violation,Fog,15.1,2.33,518.01,Daytime,Dry,0,Yellow,Walk,15,0,43,4,High,Normal,1,Major
2024-09-01 06:55:09,6048,0.85,1,2.34,Normal,Adult,Off-Peak,7833,Truck,66.85,1.34,1,Red Light Violation,Snow,7.7,3.84,842.56,Low-light,Wet,1,Green,Don't Walk,23,1,13,20,High,Emergency Vehicle,0,Major
2024-11-23 00:06:56,1321,1.68,221,0.42,Normal,Elderly,Off-Peak,9956,Bus,44.38,-0.64,0,Red Light Violation,Fog,3.5,3.14,228.98,Daytime,Snow-covered,1,Yellow,Walk,35,1,21,8,High,Normal,1,None
2024-08-06 16:30:06,6691,1.91,291,1.03,Group Crossing,Elderly,Peak,6650,Bicycle,59.39,0.84,0,None,Rain,1.5,0.63,422.1,Nighttime,Dry,0,Green,Don't Walk,81,0,37,7,Low,Emergency Vehicle,0,Fatal
2024-08-07 13:56:58,3213,0.71,317,1.7,Waiting,Adult,Off-Peak,6788,Motorcycle,26.76,-0.06,1,None,Rain,12.8,4.72,816.3,Nighttime,Dry,0,Yellow,Don't Walk,12,1,31,5,Low,Normal,1,Fatal
2024-10-09 21:26:52,5631,1.82,232,0.51,Group Crossing,Adult,Off-Peak,8543,Car,14.86,2.28,1,None,Snow,12.1,8.45,334.46,Low-light,Dry,1,Red,Don't Walk,28,0,26,5,Low,Child Running,0,Major
2024-11-30 05:03:59,4617,1.23,280,0.82,Jaywalking,Adult,Peak,5807,Bus,10.2,2.44,1,Red Light Violation,Fog,30.9,1.71,562.93,Nighttime,Wet,1,Green,Don't Walk,26,0,8,7,Low,Child Running,1,None
2024-09-12 07:28:44,5346,0.71,140,1.87,Waiting,Elderly,Peak,9168,Bus,60.9,-0.79,0,None,Clear,27.6,3.07,683.67,Nighttime,Dry,0,Red,Don't Walk,85,1,28,10,High,Emergency Vehicle,1,None
2024-10-10 11:17:52,3356,1.18,203,1.42,Normal,Elderly,Peak,6144,Truck,32.64,-0.96,1,Failed to Yield,Clear,21.4,8.8,931.43,Daytime,Wet,0,Green,Walk,14,1,22,17,Medium,Child Running,0,Fatal
2024-09-11 05:49:05,2405,1.49,16,0.95,Normal,Elderly,Off-Peak,5818,Car,70.69,1.25,0,Red Light Violation,Clear,4.7,9.35,666.35,Daytime,Snow-covered,0,Yellow,Don't Walk,26,0,39,10,High,Normal,0,Major
2024-04-07 02:16:22,1297,1.7,204,1.74,Normal,Adult,Peak,9545,Car,16.48,-1.93,1,Red Light Violation,Snow,21.6,7.92,442.37,Low-light,Wet,1,Yellow,Don't Walk,33,0,48,2,Medium,Emergency Vehicle,1,Major
2024-11-17 22:21:50,9032,1.25,228,0.67,Jaywalking,Elderly,Off-Peak,6062,Bicycle,47.98,2.94,0,Red Light Violation,Clear,4.9,9.25,259.04,Nighttime,Dry,1,Yellow,Walk,66,0,36,9,High,Emergency Vehicle,0,None
2024-04-24 04:21:18,5882,1.34,312,1.83,Group Crossing,Adult,Peak,5186,Bicycle,51.92,1.93,0,None,Rain,5.5,9.25,896.55,Daytime,Wet,1,Green,Don't Walk,54,1,44,12,Low,Child Running,0,Major
2024-02-06 02:01:42,6642,1.43,98,0.15,Jaywalking,Adult,Peak,7811,Bicycle,74.64,1.47,1,Failed to Yield,Clear,13.3,8.8,184.4,Nighttime,Snow-covered,1,Green,Walk,40,0,43,17,Low,Child Running,1,None
2024-03-27 22:47:51,5256,1.16,207,1.96,Jaywalking,Adult,Peak,6810,Motorcycle,63.73,2.64,0,None,Clear,6.5,3.09,68.95,Nighttime,Wet,0,Green,Walk,15,0,47,17,Medium,Normal,0,Minor
2024-05-31 02:07:39,7871,1.03,331,2.04,Waiting,Elderly,Off-Peak,5693,Bus,14.93,-0.74,1,None,Snow,7.5,2.73,829.56,Low-light,Wet,1,Green,Walk,12,1,5,14,Low,Normal,0,Minor
2024-02-05 09:15:42,7393,0.77,261,2.04,Jaywalking,Adult,Off-Peak,5294,Truck,78.88,-0.78,1,Red Light Violation,Snow,28.1,9.12,452.29,Daytime,Snow-covered,1,Red,Walk,64,0,13,9,Medium,Normal,0,Fatal
2024-07-05 11:36:50,2180,0.78,73,1.81,Group Crossing,Adult,Peak,6337,Car,77.78,-1.91,0,None,Snow,28.9,3.93,760.32,Nighttime,Wet,0,Yellow,Walk,65,1,44,4,Medium,Normal,0,None
2024-08-11 02:59:44,8417,1.47,300,0.49,Waiting,Adult,Peak,6106,Bus,20.11,0.8,0,Failed to Yield,Clear,14.7,8.12,509.83,Daytime,Dry,1,Green,Don't Walk,60,1,10,13,Medium,Child Running,1,None
2024-12-24 07:37:24,1452,1.91,313,1.53,Waiting,Elderly,Off-Peak,7764,Bus,70.74,-1.5,0,Failed to Yield,Fog,7.2,8.65,66.77,Daytime,Dry,1,Green,Walk,21,0,40,11,Low,Child Running,0,None
2024-11-18 04:46:07,1648,0.69,303,1.32,Waiting,Elderly,Off-Peak,5210,Truck,21.33,0.64,0,Failed to Yield,Snow,24.6,2.35,650.58,Nighttime,Wet,0,Yellow,Walk,71,0,43,19,Medium,Child Running,1,Minor
2024-09-14 03:25:48,4491,1.87,170,1.95,Waiting,Adult,Off-Peak,6587,Bus,10.49,1.07,1,Failed to Yield,Fog,6.8,9.25,245.62,Nighttime,Dry,0,Green,Walk,65,0,20,1,Low,Normal,0,Major
2024-09-12 01:33:51,3429,1.97,314,0.76,Normal,Child,Off-Peak,5974,Motorcycle,57.3,-0.7,0,Failed to Yield,Snow,11.8,5.33,699.05,Daytime,Dry,0,Green,Walk,41,0,38,17,Medium,Emergency Vehicle,0,Major
2024-12-05 14:29:16,7967,0.97,227,2.15,Jaywalking,Elderly,Peak,9956,Car,34.78,2.15,0,None,Rain,24.0,4.68,270.71,Low-light,Dry,1,Yellow,Walk,76,0,42,13,Medium,Normal,1,Major
2024-06-30 23:54:17,8195,0.85,57,2.22,Jaywalking,Adult,Peak,7627,Motorcycle,41.77,-0.65,0,None,Snow,0.7,7.69,566.4,Daytime,Wet,1,Yellow,Walk,23,0,44,19,Medium,Emergency Vehicle,0,Minor
2024-08-31 06:42:11,6288,0.69,223,2.16,Waiting,Child,Off-Peak,6264,Bus,37.2,0.22,1,Red Light Violation,Rain,-1.3,8.53,935.7,Low-light,Dry,0,Green,Walk,54,1,24,1,Medium,Normal,1,Fatal
2024-12-26 14:20:16,7743,0.62,77,0.32,Jaywalking,Elderly,Off-Peak,7845,Car,20.31,-0.52,0,None,Clear,5.4,5.8,118.1,Low-light,Dry,1,Yellow,Walk,49,1,39,7,Low,Emergency Vehicle,0,Minor
2024-09-24 19:31:45,3132,1.02,169,2.49,Group Crossing,Adult,Peak,8926,Truck,38.05,1.49,0,None,Rain,22.9,4.71,881.92,Daytime,Dry,1,Yellow,Don't Walk,67,1,8,20,High,Child Running,0,Major
2024-07-14 04:49:50,4988,1.66,84,0.94,Group Crossing,Elderly,Off-Peak,6317,Motorcycle,48.2,0.07,0,None,Fog,-0.4,1.58,554.61,Low-light,Snow-covered,1,Yellow,Walk,10,1,12,9,Medium,Emergency Vehicle,0,None
2024-09-21 09:43:57,5236,0.81,48,1.19,Waiting,Elderly,Peak,7493,Bicycle,57.73,-1.81,1,None,Fog,18.8,0.36,76.37,Nighttime,Dry,0,Red,Don't Walk,25,1,9,20,High,Normal,0,None
2024-05-05 01:40:36,8047,1.11,291,1.03,Normal,Adult,Off-Peak,7140,Truck,13.91,0.69,1,None,Snow,14.0,7.58,385.15,Daytime,Snow-covered,0,Red,Don't Walk,63,0,7,8,High,Child Running,1,Major
2024-08-22 23:07:35,7544,0.55,11,2.18,Group Crossing,Child,Off-Peak,5247,Motorcycle,28.89,2.69,0,None,Clear,-1.5,3.81,190.06,Daytime,Wet,1,Red,Don't Walk,47,0,15,4,High,Emergency Vehicle,0,Minor
2024-02-01 19:12:49,4238,1.54,123,2.37,Waiting,Adult,Off-Peak,9536,Bus,47.35,2.8,1,Failed to Yield,Snow,31.5,1.09,518.91,Nighttime,Snow-covered,0,Yellow,Don't Walk,52,1,10,3,Medium,Child Running,1,Minor
2024-01-06 20:22:44,3569,0.97,89,2.14,Normal,Child,Off-Peak,5073,Truck,79.79,-0.38,1,Failed to Yield,Clear,25.2,0.04,934.68,Low-light,Dry,1,Yellow,Don't Walk,39,1,17,15,High,Normal,1,Fatal
2024-08-08 18:57:57,1008,1.25,159,0.94,Group Crossing,Child,Peak,5835,Bus,60.71,-0.71,0,Failed to Yield,Snow,-4.9,6.98,438.64,Daytime,Snow-covered,0,Yellow,Don't Walk,62,0,17,15,Medium,Emergency Vehicle,1,Minor
2024-01-23 04:19:10,8411,1.83,52,2.28,Waiting,Elderly,Peak,7267,Car,61.68,0.01,0,Failed to Yield,Fog,15.8,2.45,967.65,Daytime,Dry,1,Red,Don't Walk,61,1,27,4,Low,Normal,0,None
2024-04-15 20:23:41,1307,1.08,291,0.2,Normal,Adult,Peak,8284,Car,18.84,-0.68,1,Failed to Yield,Fog,9.0,2.35,404.81,Daytime,Snow-covered,0,Red,Walk,23,0,11,13,Medium,Normal,0,Major
