User_ID,Age,Gender,Occupation,Preference,Preferred_Pickup_Time,Preferred_Dropoff_Time,Carpool_Willingness,Preferred_Route,Vehicle_Type,Historical_Ride_Patterns,Travel_Frequency,Cancellation_Rate,Traffic_Conditions,POI,Distance_Matrix,Optimal_Routes,Past_Rides,Real_Time_Request,Vehicle_Availability,Real_Time_Traffic,Historical_Traffic,Weather_Condition,Event,Fuel_Price,Ride_Match_Success,User_Satisfaction,Dynamic_Pricing,Wait_Times,Incident_Reports,Congestion_Hotspots
265,18,Female,Driver,Non-Smoking,2024-02-14 02:14,2024-03-30 15:59,Yes,Route 9,Motorbike,61,Weekly,0.19,Moderate,POI 18,21.39,Optimal Route 4,450,No,Available,Smooth,High,Sunny,None,1268.32,0.87,4.6,48.97,13,1,Hotspot 10
266,57,Female,Student,Silent,2024-03-24 19:39,2024-03-15 09:27,Yes,Route 5,SUV,145,Daily,0.32,Moderate,POI 16,10.54,Optimal Route 5,104,No,Available,Smooth,Low,Snowy,Sports Event,1379.94,0.84,2.5,32.34,7,1,Hotspot 15
267,51,Male,Engineer,Conversation,2024-02-23 20:18,2024-02-06 22:58,Yes,Route 20,Hatchback,112,Daily,0.44,Light,POI 10,48.11,Optimal Route 5,363,No,Busy,Moderate,Medium,Rainy,Festival,1081.75,0.94,1.3,29.7,2,0,Hotspot 12
268,34,Female,Doctor,Non-Smoking,2024-03-15 14:17,2024-01-21 02:26,No,Route 16,Bus,105,Daily,0.46,Heavy,POI 48,47.84,Optimal Route 2,115,Yes,Available,Moderate,Medium,Sunny,None,1246.64,0.86,3.1,34.1,9,1,Hotspot 11
269,45,Female,Freelancer,Smoking,2024-03-16 03:06,2024-03-20 20:17,No,Route 6,Bus,13,Weekly,0.31,Moderate,POI 25,24.13,Optimal Route 8,128,Yes,Busy,Smooth,High,Snowy,Concert,1402.85,0.89,4.4,22.82,8,2,Hotspot 18
270,62,Female,Vlogger,Conversation,2024-03-13 06:53,2024-03-06 08:05,Yes,Route 17,Auto,166,Daily,0.22,Light,POI 16,30.27,Optimal Route 5,49,Yes,Busy,Moderate,Medium,Sunny,Concert,1483.1,0.61,2.8,42.12,5,2,Hotspot 10
271,50,Male,Student,Music,2024-02-17 15:41,2024-01-04 10:14,Yes,Route 18,Hatchback,73,Occasionally,0.16,Moderate,POI 34,39.6,Optimal Route 3,316,No,Available,Smooth,Medium,Snowy,Concert,1356.68,0.8,2.1,13.7,7,0,Hotspot 1
272,40,Male,Driver,Music,2024-02-07 22:59,2024-01-07 04:44,Yes,Route 18,Bus,54,Daily,0.47,Moderate,POI 17,47.44,Optimal Route 5,465,Yes,Busy,Smooth,Low,Rainy,Sports Event,1425.38,0.71,3.0,49.29,6,4,Hotspot 9
273,56,Female,Doctor,Smoking,2024-02-05 02:02,2024-01-17 16:02,Yes,Route 7,Auto,170,Occasionally,0.28,Moderate,POI 25,7.04,Optimal Route 8,329,No,Available,Moderate,High,Cloudy,Festival,1309.79,0.56,4.2,48.02,6,5,Hotspot 14
274,46,Male,Private Employee,Smoking,2024-02-28 16:49,2024-02-12 02:16,Yes,Route 17,Hatchback,106,Occasionally,0.29,Light,POI 42,40.35,Optimal Route 10,323,Yes,Busy,Smooth,High,Cloudy,None,1142.53,0.51,1.3,18.96,12,3,Hotspot 13
275,37,Male,Doctor,Conversation,2024-01-04 06:58,2024-02-25 11:28,Yes,Route 18,Motorbike,59,Daily,0.31,Light,POI 2,48.59,Optimal Route 1,150,Yes,Busy,Smooth,Low,Rainy,Concert,1437.55,0.66,4.7,37.16,11,3,Hotspot 2
276,36,Female,Vlogger,Conversation,2024-03-24 02:22,2024-02-19 19:12,No,Route 7,Bus,77,Occasionally,0.11,Moderate,POI 29,21.35,Optimal Route 1,359,Yes,Busy,Smooth,Medium,Sunny,Concert,1102.85,0.55,4.5,31.45,10,1,Hotspot 4
277,54,Female,Vlogger,Music,2024-01-11 18:41,2024-03-24 01:18,Yes,Route 6,Motorbike,170,Weekly,0.02,Heavy,POI 42,45.57,Optimal Route 5,218,No,Busy,Smooth,Medium,Sunny,None,1145.17,0.92,2.5,17.44,4,1,Hotspot 15
278,32,Female,Freelancer,Music,2024-03-13 05:48,2024-03-14 02:02,No,Route 12,Auto,69,Daily,0.14,Moderate,POI 15,41.81,Optimal Route 7,485,No,Busy,Moderate,High,Sunny,Concert,1036.6,0.53,1.2,30.38,5,0,Hotspot 14
279,48,Female,Student,Smoking,2024-03-21 00:39,2024-03-23 00:13,No,Route 18,Auto,45,Daily,0.18,Heavy,POI 22,38.5,Optimal Route 4,377,No,Busy,Smooth,Medium,Snowy,None,1354.46,0.51,1.5,13.12,9,0,Hotspot 5
280,26,Male,Driver,Conversation,2024-01-25 03:00,2024-03-03 02:26,No,Route 17,Hatchback,153,Occasionally,0.36,Moderate,POI 1,18.93,Optimal Route 9,371,No,Busy,Moderate,High,Snowy,Festival,1193.04,0.89,4.7,40.1,5,1,Hotspot 4
281,19,Female,Business Man,Non-Smoking,2024-03-06 17:51,2024-01-11 03:47,No,Route 19,Sedan,172,Occasionally,0.42,Heavy,POI 6,4.1,Optimal Route 9,177,No,Busy,Congested,Medium,Snowy,Concert,1384.05,0.75,3.6,9.72,13,1,Hotspot 1
282,23,Male,Doctor,Silent,2024-03-02 00:16,2024-02-11 09:02,No,Route 6,SUV,130,Daily,0.38,Moderate,POI 47,17.56,Optimal Route 3,325,No,Busy,Congested,Medium,Snowy,None,1126.91,0.6,2.2,9.53,8,4,Hotspot 2
283,24,Male,Private Employee,Smoking,2024-03-28 16:09,2024-02-10 08:59,Yes,Route 19,Motorbike,81,Occasionally,0.02,Moderate,POI 48,11.09,Optimal Route 3,37,Yes,Busy,Moderate,Low,Rainy,None,1163.33,0.9,2.6,40.09,6,4,Hotspot 1
284,26,Male,Private Employee,Smoking,2024-03-05 22:48,2024-02-23 23:26,No,Route 16,Electric,145,Occasionally,0.23,Heavy,POI 32,13.47,Optimal Route 2,299,Yes,Available,Moderate,Low,Snowy,Concert,1145.75,0.98,2.5,20.29,6,3,Hotspot 14
285,34,Male,Student,Music,2024-01-13 11:32,2024-02-10 04:39,No,Route 5,Hatchback,33,Occasionally,0.25,Heavy,POI 4,16.95,Optimal Route 2,473,Yes,Busy,Congested,Low,Cloudy,Concert,1222.99,0.86,1.2,29.02,14,2,Hotspot 8
286,54,Female,Teacher,Music,2024-03-21 17:41,2024-03-23 01:45,No,Route 10,Motorbike,60,Weekly,0.47,Light,POI 8,14.59,Optimal Route 6,289,No,Busy,Congested,Medium,Rainy,Sports Event,1231.09,0.82,2.0,5.17,9,0,Hotspot 6
287,40,Female,Student,Smoking,2024-01-25 12:55,2024-02-11 17:09,Yes,Route 3,Auto,68,Occasionally,0.02,Light,POI 10,14.01,Optimal Route 9,388,No,Available,Congested,Medium,Rainy,None,1446.23,0.79,2.1,35.42,15,1,Hotspot 4
288,42,Female,Engineer,Silent,2024-03-28 06:43,2024-03-16 19:52,No,Route 1,Motorbike,54,Occasionally,0.26,Moderate,POI 24,22.19,Optimal Route 6,245,No,Available,Congested,Low,Rainy,Concert,1440.98,0.79,2.1,31.04,3,4,Hotspot 12
289,45,Male,Private Employee,Smoking,2024-01-15 16:01,2024-01-13 12:04,Yes,Route 19,SUV,98,Weekly,0.43,Heavy,POI 5,28.11,Optimal Route 5,297,Yes,Available,Congested,Low,Snowy,None,1105.74,0.52,3.0,48.63,15,1,Hotspot 10
290,53,Male,Private Employee,Smoking,2024-01-07 00:52,2024-01-05 15:50,No,Route 19,Bus,86,Occasionally,0.17,Moderate,POI 50,25.0,Optimal Route 2,64,No,Available,Moderate,Low,Snowy,Concert,1279.4,0.81,4.0,42.34,9,3,Hotspot 10
291,27,Male,Teacher,Non-Smoking,2024-01-09 12:58,2024-01-05 11:53,No,Route 18,SUV,193,Occasionally,0.41,Moderate,POI 42,44.28,Optimal Route 6,30,No,Busy,Smooth,Low,Sunny,Festival,1182.52,0.85,2.9,33.61,5,2,Hotspot 4
292,33,Male,Private Employee,Conversation,2024-01-17 18:14,2024-02-29 19:45,Yes,Route 15,Hatchback,152,Occasionally,0.43,Light,POI 13,37.37,Optimal Route 3,387,No,Available,Moderate,Low,Cloudy,Sports Event,1261.66,0.79,1.6,25.06,4,1,Hotspot 5
293,41,Male,Freelancer,Music,2024-02-03 13:44,2024-03-10 09:56,No,Route 9,Sedan,47,Occasionally,0.38,Heavy,POI 36,46.04,Optimal Route 10,222,Yes,Available,Congested,Medium,Sunny,None,1011.59,0.69,4.0,43.76,10,3,Hotspot 4
294,44,Female,Doctor,Silent,2024-02-19 23:49,2024-03-18 01:17,Yes,Route 17,Hatchback,17,Weekly,0.44,Heavy,POI 50,41.16,Optimal Route 2,443,No,Available,Moderate,High,Snowy,Concert,1450.98,0.88,1.7,28.66,5,1,Hotspot 20
295,27,Male,Driver,Silent,2024-03-28 20:52,2024-03-02 02:40,No,Route 4,Motorbike,161,Occasionally,0.32,Light,POI 34,47.39,Optimal Route 7,49,No,Available,Congested,Medium,Rainy,Sports Event,1192.31,0.67,1.6,40.39,11,3,Hotspot 4
296,29,Male,Doctor,Music,2024-01-25 01:38,2024-03-14 00:59,No,Route 16,Auto,97,Weekly,0.44,Heavy,POI 16,39.94,Optimal Route 2,9,No,Busy,Smooth,High,Rainy,Concert,1051.89,0.77,1.1,39.58,4,2,Hotspot 3
297,29,Male,Doctor,Non-Smoking,2024-02-11 11:26,2024-02-01 07:28,Yes,Route 13,Hatchback,109,Daily,0.39,Heavy,POI 7,32.95,Optimal Route 2,248,Yes,Available,Smooth,Low,Sunny,Concert,1021.83,0.9,4.5,37.75,7,5,Hotspot 14
298,47,Male,Student,Non-Smoking,2024-01-06 00:08,2024-01-20 02:30,No,Route 5,Bus,95,Weekly,0.05,Heavy,POI 23,2.67,Optimal Route 6,204,No,Busy,Smooth,High,Cloudy,Concert,1429.91,0.64,1.1,12.74,11,4,Hotspot 7
299,18,Male,Vlogger,Smoking,2024-01-16 13:05,2024-02-02 20:08,No,Route 8,Auto,37,Daily,0.32,Light,POI 34,6.02,Optimal Route 4,151,No,Available,Moderate,High,Cloudy,Festival,1109.47,0.78,2.3,39.27,11,2,Hotspot 16
300,28,Female,Business Man,Music,2024-03-24 13:58,2024-01-23 03:48,Yes,Route 2,Electric,13,Weekly,0.04,Light,POI 27,39.91,Optimal Route 5,95,No,Available,Smooth,Medium,Cloudy,Concert,1490.83,0.65,4.5,10.2,3,5,Hotspot 19
301,19,Male,Student,Conversation,2024-02-04 05:15,2024-01-11 14:25,Yes,Route 5,Bus,184,Daily,0.48,Light,POI 28,33.27,Optimal Route 3,258,Yes,Available,Moderate,High,Rainy,Concert,1483.74,0.67,3.2,36.41,7,5,Hotspot 1
302,42,Male,Vlogger,Non-Smoking,2024-01-20 17:21,2024-02-05 02:39,Yes,Route 17,Bus,72,Occasionally,0.07,Moderate,POI 5,33.99,Optimal Route 6,454,No,Available,Moderate,High,Sunny,Concert,1280.09,0.96,2.0,14.86,14,4,Hotspot 12
303,62,Male,Freelancer,Music,2024-02-18 20:58,2024-01-12 08:02,No,Route 14,Bus,105,Occasionally,0.02,Moderate,POI 28,36.68,Optimal Route 1,386,No,Available,Moderate,Medium,Snowy,Concert,1170.45,0.64,3.0,44.5,9,3,Hotspot 10
304,49,Female,Vlogger,Silent,2024-02-27 10:17,2024-02-10 01:46,Yes,Route 17,Auto,110,Occasionally,0.05,Heavy,POI 33,32.25,Optimal Route 1,442,No,Available,Congested,Low,Snowy,None,1141.56,0.56,4.0,38.05,2,0,Hotspot 6
305,25,Male,Engineer,Smoking,2024-02-23 08:22,2024-01-08 03:42,No,Route 9,Auto,53,Daily,0.26,Moderate,POI 38,42.39,Optimal Route 3,337,No,Busy,Moderate,High,Snowy,Festival,1197.85,0.69,2.4,38.6,13,4,Hotspot 18
306,46,Male,Student,Smoking,2024-01-24 07:52,2024-03-19 17:02,No,Route 14,Motorbike,75,Occasionally,0.35,Heavy,POI 37,8.92,Optimal Route 5,25,No,Busy,Moderate,Medium,Cloudy,Festival,1388.16,0.84,1.3,6.23,13,4,Hotspot 2
307,64,Male,Teacher,Silent,2024-02-08 13:19,2024-01-13 01:37,Yes,Route 16,Hatchback,173,Occasionally,0.01,Heavy,POI 42,12.48,Optimal Route 5,141,No,Available,Congested,Medium,Cloudy,Festival,1436.82,0.62,3.1,43.39,11,2,Hotspot 4
308,39,Female,Driver,Smoking,2024-03-20 01:00,2024-01-24 18:41,No,Route 9,Electric,74,Weekly,0.18,Moderate,POI 22,39.62,Optimal Route 8,409,No,Available,Congested,Low,Snowy,None,1028.59,0.8,2.5,36.43,12,2,Hotspot 5
309,32,Male,Driver,Non-Smoking,2024-03-16 21:14,2024-03-03 00:41,Yes,Route 7,SUV,127,Weekly,0.1,Heavy,POI 38,44.29,Optimal Route 6,221,No,Available,Congested,Medium,Rainy,None,1402.48,0.58,4.8,49.55,13,5,Hotspot 6
310,40,Male,Doctor,Non-Smoking,2024-01-14 15:23,2024-03-19 03:33,Yes,Route 10,Bus,18,Occasionally,0.37,Light,POI 47,13.95,Optimal Route 5,78,No,Available,Smooth,High,Sunny,Festival,1479.62,0.72,4.9,24.56,5,0,Hotspot 12
311,46,Male,Student,Non-Smoking,2024-01-24 22:05,2024-01-30 14:23,No,Route 14,Motorbike,102,Weekly,0.08,Moderate,POI 8,12.12,Optimal Route 1,32,No,Busy,Moderate,Low,Cloudy,Sports Event,1156.28,0.55,4.3,30.82,3,1,Hotspot 2
312,29,Male,Vlogger,Music,2024-03-03 17:44,2024-03-25 22:10,Yes,Route 14,Bus,170,Occasionally,0.48,Moderate,POI 3,10.11,Optimal Route 6,19,Yes,Busy,Congested,High,Sunny,Sports Event,1380.43,0.85,3.5,11.92,2,4,Hotspot 18
313,21,Female,Doctor,Conversation,2024-02-11 05:26,2024-01-10 00:39,No,Route 16,Bus,149,Occasionally,0.38,Moderate,POI 36,13.68,Optimal Route 6,235,Yes,Busy,Moderate,Medium,Sunny,None,1223.82,0.86,4.9,28.48,6,2,Hotspot 4
314,61,Female,Business Man,Music,2024-01-20 10:00,2024-01-07 23:19,No,Route 5,Sedan,95,Daily,0.0,Heavy,POI 32,24.02,Optimal Route 6,132,Yes,Available,Congested,High,Rainy,Sports Event,1272.59,0.89,2.2,18.48,11,1,Hotspot 10
315,25,Male,Engineer,Music,2024-02-21 01:01,2024-01-19 10:10,No,Route 15,Hatchback,84,Daily,0.26,Moderate,POI 49,35.64,Optimal Route 2,291,No,Available,Moderate,High,Cloudy,Concert,1449.06,0.8,2.4,29.01,12,0,Hotspot 13
316,20,Female,Driver,Conversation,2024-03-19 20:07,2024-03-22 05:53,No,Route 5,Sedan,90,Occasionally,0.17,Heavy,POI 50,21.29,Optimal Route 4,74,No,Busy,Congested,Low,Cloudy,Festival,1238.88,0.64,2.0,9.56,8,0,Hotspot 8
317,21,Female,Vlogger,Music,2024-03-11 02:39,2024-03-09 16:49,No,Route 15,Hatchback,150,Occasionally,0.01,Moderate,POI 7,6.6,Optimal Route 3,234,No,Available,Smooth,High,Cloudy,Concert,1322.14,0.82,2.5,30.67,2,5,Hotspot 4
318,27,Male,Freelancer,Smoking,2024-02-05 18:32,2024-02-02 09:51,No,Route 20,Auto,177,Weekly,0.07,Moderate,POI 45,8.37,Optimal Route 3,465,No,Busy,Smooth,High,Cloudy,Sports Event,1486.55,0.76,3.0,37.29,13,1,Hotspot 7
319,28,Female,Business Woman,Silent,2024-02-29 18:45,2024-03-21 23:35,No,Route 3,SUV,162,Occasionally,0.46,Moderate,POI 11,34.71,Optimal Route 7,76,Yes,Busy,Congested,Medium,Sunny,Concert,1177.38,0.71,3.2,44.45,10,3,Hotspot 1
320,50,Male,Student,Non-Smoking,2024-03-01 22:24,2024-02-21 00:32,No,Route 11,Motorbike,90,Daily,0.3,Moderate,POI 20,5.6,Optimal Route 3,283,Yes,Busy,Smooth,Low,Snowy,Festival,1398.81,0.5,1.5,32.66,4,5,Hotspot 12
321,41,Female,Doctor,Smoking,2024-03-16 13:05,2024-01-23 16:42,No,Route 16,Electric,135,Daily,0.02,Light,POI 44,13.89,Optimal Route 8,174,Yes,Available,Smooth,Medium,Snowy,Festival,1005.5,0.59,1.1,44.04,11,4,Hotspot 14
322,37,Male,Student,Smoking,2024-03-26 15:32,2024-01-13 06:53,No,Route 20,Auto,17,Weekly,0.24,Moderate,POI 50,8.74,Optimal Route 1,421,Yes,Busy,Moderate,Low,Snowy,Concert,1350.86,0.96,3.5,14.63,12,3,Hotspot 2
323,18,Female,Student,Conversation,2024-01-15 18:45,2024-01-05 03:42,No,Route 16,SUV,130,Weekly,0.35,Heavy,POI 26,43.27,Optimal Route 9,52,No,Busy,Moderate,Low,Rainy,Festival,1291.87,0.87,3.5,15.46,7,5,Hotspot 2
324,18,Male,Student,Non-Smoking,2024-01-09 17:00,2024-03-24 23:17,No,Route 19,Hatchback,135,Daily,0.21,Light,POI 1,35.41,Optimal Route 3,18,Yes,Busy,Congested,Low,Cloudy,Festival,1431.08,0.95,4.5,39.41,5,1,Hotspot 14
325,23,Female,Driver,Silent,2024-01-06 03:23,2024-03-28 18:56,No,Route 14,SUV,133,Daily,0.37,Moderate,POI 13,31.74,Optimal Route 10,275,Yes,Available,Moderate,Medium,Rainy,Concert,1406.92,0.89,3.1,19.22,12,1,Hotspot 11
326,57,Male,Freelancer,Conversation,2024-03-28 08:45,2024-02-11 19:16,Yes,Route 8,SUV,59,Daily,0.09,Heavy,POI 36,39.05,Optimal Route 5,498,No,Busy,Congested,Low,Sunny,Sports Event,1118.74,0.86,4.9,21.87,6,3,Hotspot 1
327,35,Male,Freelancer,Silent,2024-02-07 18:59,2024-03-07 10:53,Yes,Route 8,Bus,129,Daily,0.3,Light,POI 39,9.36,Optimal Route 9,362,Yes,Busy,Congested,High,Cloudy,Festival,1195.63,0.77,4.8,5.75,13,2,Hotspot 16
328,37,Male,Private Employee,Smoking,2024-03-16 23:37,2024-02-29 12:44,No,Route 6,Sedan,38,Occasionally,0.15,Heavy,POI 44,32.46,Optimal Route 6,486,No,Busy,Moderate,Medium,Snowy,None,1116.15,0.79,3.1,8.9,15,2,Hotspot 7
329,38,Male,Doctor,Non-Smoking,2024-03-30 11:24,2024-02-07 03:21,No,Route 17,Motorbike,166,Occasionally,0.34,Moderate,POI 22,10.99,Optimal Route 7,384,Yes,Busy,Smooth,High,Rainy,None,1498.11,0.55,4.2,8.04,13,4,Hotspot 10
330,54,Male,Engineer,Music,2024-01-28 13:31,2024-03-31 19:09,Yes,Route 7,Sedan,24,Daily,0.38,Light,POI 4,5.97,Optimal Route 8,338,Yes,Busy,Congested,Low,Cloudy,Festival,1350.95,0.77,4.7,19.42,9,4,Hotspot 20
331,33,Male,Teacher,Silent,2024-01-28 03:42,2024-01-20 14:51,Yes,Route 8,Motorbike,178,Occasionally,0.32,Moderate,POI 49,42.56,Optimal Route 7,187,Yes,Busy,Moderate,Medium,Rainy,Concert,1159.89,0.94,4.0,48.87,15,0,Hotspot 19
332,63,Male,Private Employee,Smoking,2024-02-21 11:21,2024-01-10 20:20,No,Route 5,Hatchback,165,Weekly,0.11,Moderate,POI 31,38.66,Optimal Route 5,460,No,Busy,Moderate,High,Sunny,None,1149.5,0.87,1.4,35.72,12,4,Hotspot 20
333,19,Female,Freelancer,Music,2024-02-08 09:31,2024-01-17 22:00,Yes,Route 20,SUV,173,Weekly,0.25,Moderate,POI 17,15.03,Optimal Route 9,224,No,Available,Congested,Low,Rainy,Festival,1491.07,0.69,2.3,31.81,15,2,Hotspot 2
334,18,Male,Driver,Conversation,2024-01-17 04:50,2024-02-28 03:24,Yes,Route 2,Hatchback,198,Daily,0.11,Moderate,POI 10,19.4,Optimal Route 10,66,Yes,Busy,Congested,Medium,Cloudy,Sports Event,1469.73,0.64,2.8,16.81,10,5,Hotspot 15
335,38,Male,Doctor,Non-Smoking,2024-03-20 03:09,2024-01-16 22:59,Yes,Route 1,Auto,188,Weekly,0.37,Moderate,POI 42,7.86,Optimal Route 6,243,Yes,Available,Congested,Low,Cloudy,Sports Event,1264.41,0.59,4.7,15.56,12,0,Hotspot 15
336,36,Female,Business Woman,Conversation,2024-01-31 22:22,2024-03-28 14:50,No,Route 8,Bus,136,Weekly,0.23,Heavy,POI 33,10.3,Optimal Route 9,281,No,Busy,Smooth,Medium,Rainy,None,1470.04,0.97,1.1,39.52,8,0,Hotspot 18
337,59,Male,Private Employee,Non-Smoking,2024-02-23 09:31,2024-03-03 04:52,Yes,Route 13,Electric,142,Occasionally,0.42,Moderate,POI 29,1.78,Optimal Route 4,50,No,Available,Moderate,Low,Cloudy,None,1282.45,0.54,3.9,43.4,8,3,Hotspot 6
338,34,Male,Freelancer,Music,2024-02-29 00:36,2024-03-03 05:18,No,Route 8,Auto,104,Daily,0.39,Moderate,POI 39,26.37,Optimal Route 8,61,No,Available,Moderate,Medium,Rainy,None,1489.06,0.7,4.7,47.65,12,2,Hotspot 1
339,30,Male,Doctor,Silent,2024-03-11 03:15,2024-01-14 09:26,Yes,Route 4,Hatchback,100,Weekly,0.27,Heavy,POI 46,19.89,Optimal Route 4,5,No,Busy,Moderate,Medium,Snowy,Sports Event,1383.52,0.53,4.6,31.77,3,2,Hotspot 13
340,34,Female,Engineer,Non-Smoking,2024-03-10 12:03,2024-01-12 04:35,No,Route 17,Sedan,34,Daily,0.46,Heavy,POI 6,24.7,Optimal Route 3,335,Yes,Busy,Congested,Low,Rainy,None,1062.62,0.85,3.9,39.55,14,5,Hotspot 9
341,20,Female,Business Man,Silent,2024-03-10 04:43,2024-02-15 14:07,Yes,Route 16,Motorbike,176,Daily,0.17,Light,POI 8,12.19,Optimal Route 2,442,Yes,Busy,Moderate,Low,Snowy,Festival,1319.74,1.0,4.2,14.38,13,1,Hotspot 6
342,51,Male,Private Employee,Silent,2024-02-24 16:13,2024-01-21 12:48,No,Route 13,Electric,28,Occasionally,0.02,Moderate,POI 16,40.19,Optimal Route 5,265,Yes,Busy,Congested,Medium,Rainy,Festival,1068.55,0.68,2.7,19.7,7,3,Hotspot 3
343,51,Female,Private Employee,Conversation,2024-02-29 01:39,2024-01-31 18:16,Yes,Route 19,Electric,71,Daily,0.36,Heavy,POI 38,3.67,Optimal Route 1,219,Yes,Available,Smooth,High,Rainy,Festival,1216.9,0.54,3.9,43.04,9,3,Hotspot 5
344,31,Male,Freelancer,Silent,2024-03-24 02:24,2024-02-14 14:43,Yes,Route 12,Hatchback,170,Occasionally,0.15,Moderate,POI 37,48.96,Optimal Route 2,99,Yes,Busy,Smooth,High,Snowy,Concert,1315.8,0.7,5.0,14.95,15,5,Hotspot 5
345,50,Male,Private Employee,Conversation,2024-01-24 03:33,2024-01-30 02:02,Yes,Route 7,Auto,107,Daily,0.4,Light,POI 39,10.48,Optimal Route 9,391,No,Available,Congested,High,Cloudy,Festival,1457.44,0.79,1.8,37.39,6,0,Hotspot 2
346,23,Male,Private Employee,Conversation,2024-01-24 20:00,2024-02-26 19:50,No,Route 3,SUV,126,Weekly,0.41,Heavy,POI 38,6.8,Optimal Route 4,395,Yes,Available,Moderate,Low,Sunny,Sports Event,1477.44,0.72,3.0,30.22,7,3,Hotspot 5
347,47,Male,Doctor,Smoking,2024-03-03 11:40,2024-02-14 22:17,No,Route 18,Auto,148,Occasionally,0.27,Heavy,POI 2,45.2,Optimal Route 7,382,No,Available,Smooth,Low,Rainy,None,1038.6,0.51,1.1,8.95,4,5,Hotspot 18
348,58,Male,Driver,Non-Smoking,2024-03-05 18:08,2024-03-27 02:55,No,Route 4,Sedan,133,Occasionally,0.32,Heavy,POI 18,40.68,Optimal Route 7,357,No,Available,Moderate,High,Rainy,Concert,1157.66,0.8,2.7,31.21,8,2,Hotspot 7
349,20,Female,Student,Silent,2024-01-20 10:28,2024-01-29 03:16,Yes,Route 15,Hatchback,45,Weekly,0.43,Light,POI 15,25.74,Optimal Route 3,14,Yes,Busy,Smooth,Medium,Rainy,Sports Event,1429.8,0.58,3.4,47.87,7,1,Hotspot 9
350,53,Female,Business Woman,Smoking,2024-02-27 03:00,2024-03-07 15:25,No,Route 15,Electric,133,Weekly,0.39,Moderate,POI 28,12.29,Optimal Route 6,86,Yes,Available,Congested,High,Sunny,None,1113.45,1.0,4.7,40.74,12,1,Hotspot 13
351,37,Male,Business Woman,Conversation,2024-02-22 17:30,2024-02-05 11:19,No,Route 6,Sedan,196,Occasionally,0.25,Heavy,POI 48,21.51,Optimal Route 4,254,No,Busy,Moderate,Medium,Sunny,Festival,1374.16,0.8,4.4,39.76,5,1,Hotspot 17
352,34,Male,Private Employee,Smoking,2024-03-02 22:19,2024-03-12 17:53,No,Route 5,SUV,183,Occasionally,0.11,Light,POI 48,1.33,Optimal Route 7,64,No,Busy,Congested,Medium,Sunny,Festival,1498.21,0.75,1.9,22.78,4,2,Hotspot 15
353,48,Male,Freelancer,Smoking,2024-02-12 02:18,2024-03-09 11:44,Yes,Route 20,Sedan,139,Daily,0.33,Light,POI 49,34.79,Optimal Route 8,312,No,Busy,Moderate,Medium,Snowy,None,1373.94,0.96,3.2,21.75,6,0,Hotspot 19
354,18,Female,Freelancer,Music,2024-03-24 14:27,2024-02-21 16:59,No,Route 3,Motorbike,51,Weekly,0.12,Heavy,POI 13,43.54,Optimal Route 3,446,Yes,Busy,Smooth,High,Snowy,Festival,1056.65,0.57,1.9,11.87,14,0,Hotspot 7
355,50,Female,Doctor,Conversation,2024-02-02 23:58,2024-02-25 16:47,No,Route 13,Motorbike,130,Daily,0.05,Moderate,POI 2,9.14,Optimal Route 8,193,Yes,Available,Moderate,Medium,Sunny,Concert,1030.35,0.91,3.3,18.1,11,4,Hotspot 12
356,24,Female,Driver,Smoking,2024-03-31 10:17,2024-02-28 16:46,No,Route 6,Hatchback,94,Daily,0.01,Moderate,POI 32,17.16,Optimal Route 2,90,Yes,Available,Moderate,Low,Cloudy,Sports Event,1483.11,0.8,1.9,10.59,8,2,Hotspot 11
357,56,Male,Private Employee,Smoking,2024-02-19 12:24,2024-02-13 00:56,No,Route 3,Hatchback,134,Occasionally,0.11,Moderate,POI 31,14.66,Optimal Route 3,203,No,Busy,Smooth,Medium,Rainy,Concert,1291.94,0.95,2.8,33.35,15,4,Hotspot 14
358,46,Female,Teacher,Smoking,2024-02-09 05:01,2024-01-30 08:37,Yes,Route 14,Motorbike,135,Occasionally,0.26,Moderate,POI 13,8.71,Optimal Route 1,174,No,Available,Smooth,High,Sunny,Sports Event,1357.07,0.56,2.9,26.44,2,3,Hotspot 9
359,62,Male,Business Man,Conversation,2024-03-28 01:24,2024-03-27 04:41,Yes,Route 12,Sedan,68,Occasionally,0.16,Moderate,POI 6,27.1,Optimal Route 5,429,No,Available,Congested,Low,Snowy,Concert,1046.05,0.69,2.4,37.68,13,1,Hotspot 10
360,51,Female,Private Employee,Music,2024-03-19 21:54,2024-02-01 15:36,No,Route 1,Electric,134,Weekly,0.5,Light,POI 27,2.64,Optimal Route 6,435,Yes,Available,Congested,High,Cloudy,Concert,1319.62,0.86,4.5,47.86,4,3,Hotspot 5
361,29,Male,Doctor,Smoking,2024-03-18 23:22,2024-03-24 09:54,No,Route 6,Hatchback,159,Weekly,0.14,Heavy,POI 12,34.61,Optimal Route 5,491,No,Available,Smooth,High,Sunny,Sports Event,1224.46,0.59,4.8,40.46,13,5,Hotspot 4
362,55,Male,Driver,Conversation,2024-01-10 08:54,2024-03-09 20:46,Yes,Route 7,Motorbike,133,Weekly,0.19,Moderate,POI 28,41.57,Optimal Route 3,456,Yes,Busy,Congested,High,Sunny,Festival,1237.54,0.76,4.9,10.32,15,4,Hotspot 20
